"","president","subgroup","modeldate","startdate","enddate","pollster","grade","samplesize","population","weight","influence","approve","disapprove","adjusted_approve","adjusted_disapprove","multiversions","tracking","url","poll_id","question_id","createddate","timestamp","pop2","pop3"
"281","Joseph R. Biden Jr.","All polls","10/4/2021","4/9/2021","4/15/2021","Morning Consult","B",15000,"a",0.11409318,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74688,140735,"4/22/2021","12:13:10  4 Oct 2021",0,0
"282","Joseph R. Biden Jr.","All polls","10/4/2021","4/10/2021","4/16/2021","Morning Consult","B",15000,"a",0.10758398,0,55,37,53.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74689,140736,"4/22/2021","12:13:10  4 Oct 2021",0,0
"284","Joseph R. Biden Jr.","All polls","10/4/2021","4/11/2021","4/17/2021","Morning Consult","B",15000,"a",0.10199425,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74690,140737,"4/22/2021","12:13:10  4 Oct 2021",0,0
"285","Joseph R. Biden Jr.","All polls","10/4/2021","4/12/2021","4/16/2021","Ipsos","B-",4423,"a",0.90991023,0,55,40,53.942488,40.864153,"",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/Reuters%20Ipsos%20Large%20Issue%20Poll%20%232%20Topline%20%20Write-up%20-%20Biden%20100%20Days%20-%2012%20April%20thru%2016%20April%202021.pdf",74812,142360,"5/19/2021","12:13:10  4 Oct 2021",0,0
"286","Joseph R. Biden Jr.","All polls","10/4/2021","4/12/2021","4/16/2021","Ipsos","B-",4423,"a",0.90991023,0,55,40,53.942488,40.864153,"",NA,"https://www.reuters.com/article/us-usa-biden-poll/biden-fares-better-than-trump-over-his-first-100-days-reuters-ipsos-poll-idUSKBN2CE12O",74717,140784,"4/27/2021","12:13:10  4 Oct 2021",0,0
"288","Joseph R. Biden Jr.","All polls","10/4/2021","4/12/2021","4/18/2021","Morning Consult","B",15000,"a",0.09628601,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74691,140738,"4/22/2021","12:13:10  4 Oct 2021",0,0
"289","Joseph R. Biden Jr.","All polls","10/4/2021","4/14/2021","4/15/2021","Ipsos","B-",1005,"a",0.21485422,0,54,38,52.942488,38.864153,"",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2021-04/2021%20Reuters%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2004%2015%202021.pdf",74657,140635,"4/16/2021","12:13:10  4 Oct 2021",0,0
"291","Joseph R. Biden Jr.","All polls","10/4/2021","4/13/2021","4/19/2021","Morning Consult","B",15000,"a",0.0913422,0,54,38,52.633492,41.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74692,140739,"4/22/2021","12:13:10  4 Oct 2021",0,0
"293","Joseph R. Biden Jr.","All polls","10/4/2021","4/14/2021","4/20/2021","Morning Consult","B",15000,"a",0.08701136,0,53,38,51.633492,41.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74693,140740,"4/22/2021","12:13:10  4 Oct 2021",0,0
"294","Joseph R. Biden Jr.","All polls","10/4/2021","4/15/2021","4/19/2021","Morning Consult","B",2200,"a",0.08933166,0,58,35,56.633492,38.303606,"*",NA,"https://assets.morningconsult.com/wp-uploads/2021/04/22091334/210477_crosstabs_MC_WASHINGTON_Adults_Adults_v1_LM.pdf",74674,140668,"4/20/2021","12:13:10  4 Oct 2021",0,0
"296","Joseph R. Biden Jr.","All polls","10/4/2021","4/16/2021","4/19/2021","Morning Consult","B",2200,"a",0.08556485,0,57,36,55.633492,39.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/04/30124505/210496_crosstabs_POLITICO_ADULTS_Adults_v1_SH.pdf",74677,140761,"4/26/2021","12:13:10  4 Oct 2021",0,0
"297","Joseph R. Biden Jr.","All polls","10/4/2021","4/15/2021","4/21/2021","Morning Consult","B",15000,"a",0.08334239,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74736,140863,"4/29/2021","12:13:10  4 Oct 2021",0,0
"300","Joseph R. Biden Jr.","All polls","10/4/2021","4/17/2021","4/20/2021","YouGov","B+",1500,"a",0.7218671,0,49,38,50.529125,38.428661,"",NA,"https://docs.cdn.yougov.com/e89wuts0a9/econTabReport.pdf",74683,140707,"4/21/2021","12:13:10  4 Oct 2021",0,0
"301","Joseph R. Biden Jr.","All polls","10/4/2021","4/16/2021","4/22/2021","Morning Consult","B",15000,"a",0.08040386,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74737,140864,"4/29/2021","12:13:10  4 Oct 2021",0,0
"302","Joseph R. Biden Jr.","All polls","10/4/2021","4/17/2021","4/20/2021","American Research Group","C+",1100,"a",1.1012644,0,59,35,57.35993,36.529366,"",NA,"https://americanresearchgroup.com/economy/",74684,140729,"4/21/2021","12:13:10  4 Oct 2021",0,0
"304","Joseph R. Biden Jr.","All polls","10/4/2021","4/17/2021","4/20/2021","NBC News","B+",1000,"a",1.273204,0,53,39,53.981596,38.746448,"",NA,"https://www.documentcloud.org/documents/20690434-210098-nbc-news-april-poll-4-25-21-release",74703,140752,"4/25/2021","12:13:10  4 Oct 2021",0,0
"305","Joseph R. Biden Jr.","All polls","10/4/2021","4/18/2021","4/21/2021","ABC News/The Washington Post","A+",1007,"a",1.9896193,0,52.21,42.09,52.930846,41.630106,"",NA,"https://www.washingtonpost.com/context/april-18-21-2021-washington-post-abc-news-poll/72d8dab8-8a54-4468-a964-b7326876814d/?itid=lk_inline_manual_2",74702,140751,"4/25/2021","12:13:10  4 Oct 2021",0,0
"308","Joseph R. Biden Jr.","All polls","10/4/2021","4/19/2021","4/21/2021","Marist College","A",1809,"a",2.3924341,0,54,44,55.04854,43.782817,"",NA,"http://maristpoll.marist.edu/wp-content/uploads/2021/04/Marist-Poll_USA-NOS-and-Tables_202104221355.pdf#page=3",74722,140790,"4/27/2021","12:13:10  4 Oct 2021",0,0
"309","Joseph R. Biden Jr.","All polls","10/4/2021","4/17/2021","4/23/2021","Morning Consult","B",15000,"a",0.07771902,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74738,140865,"4/29/2021","12:13:10  4 Oct 2021",0,0
"311","Joseph R. Biden Jr.","All polls","10/4/2021","4/18/2021","4/24/2021","Morning Consult","B",15000,"a",0.074975,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74739,140866,"4/29/2021","12:13:10  4 Oct 2021",0,0
"313","Joseph R. Biden Jr.","All polls","10/4/2021","4/20/2021","4/22/2021","Morning Consult","B",2200,"a",0.07697434,0,58,35,56.633492,38.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/04/22145124/2104104_crosstabs_MC_WASHINGTON_CHAUVIN_VERDICT_Adults_v1_LM.pdf",74694,140741,"4/22/2021","12:13:10  4 Oct 2021",0,0
"314","Joseph R. Biden Jr.","All polls","10/4/2021","4/19/2021","4/25/2021","Morning Consult","B",15000,"a",0.07253153,0,54,36,52.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74740,140867,"4/29/2021","12:13:10  4 Oct 2021",0,0
"315","Joseph R. Biden Jr.","All polls","10/4/2021","4/21/2021","4/22/2021","Ipsos","B-",1004,"a",0.32937902,0,54,39,52.942488,39.864153,"",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2021-04/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2004%2022%202021.pdf",74695,140742,"4/22/2021","12:13:10  4 Oct 2021",0,0
"316","Joseph R. Biden Jr.","All polls","10/4/2021","4/21/2021","4/23/2021","YouGov","B+",1000,"a",0.44662779,0,51,44,52.529125,44.428661,"",NA,"https://polsci.umass.edu/toplines-and-crosstabs-april-2021-bidens-first-100-days",74708,140771,"4/26/2021","12:13:10  4 Oct 2021",0,0
"317","Joseph R. Biden Jr.","All polls","10/4/2021","4/20/2021","4/26/2021","Morning Consult","B",15000,"a",0.2806264,0,55,36,53.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74741,140868,"4/29/2021","12:13:10  4 Oct 2021",0,0
"318","Joseph R. Biden Jr.","All polls","10/4/2021","4/21/2021","4/24/2021","YouGov","B+",2527,"a",1.1073479,0,58,42,59.529125,42.428661,"",NA,"https://drive.google.com/file/d/1pv_2HXp1J11BuQneMXzwc31AmfmIqKx9/view",74704,140754,"4/25/2021","12:13:10  4 Oct 2021",0,0
"320","Joseph R. Biden Jr.","All polls","10/4/2021","4/19/2021","4/27/2021","Morning Consult","B",22000,"a",0.72027442,0,57,36,55.633492,39.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/07/26085513/2104130_crosstabs_MC_ENTERTAINMENT_MOVIE_THEATER_COMFORT_Adults_STACKED_v1_LM.pdf",75373,143773,"7/27/2021","12:13:10  4 Oct 2021",0,0
"322","Joseph R. Biden Jr.","All polls","10/4/2021","4/21/2021","4/26/2021","CNN/SSRS","C",1004,"a",0.96676506,0,53,43,52.496725,42.538351,"",NA,"http://cdn.cnn.com/cnn/2021/images/04/28/rel3bbiden100days.pdf",74726,140795,"4/28/2021","12:13:10  4 Oct 2021",0,0
"324","Joseph R. Biden Jr.","All polls","10/4/2021","4/21/2021","4/27/2021","Morning Consult","B",15000,"a",0.07159094,0,55,36,53.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74742,140869,"4/29/2021","12:13:10  4 Oct 2021",0,0
"325","Joseph R. Biden Jr.","All polls","10/4/2021","4/23/2021","4/25/2021","Léger","B/C",1003,"a",0.96954592,0,51,39,51.094277,39.101524,"",NA,"https://leger360.com/surveys/legers-north-american-tracker-april-27-2021/",74712,140779,"4/27/2021","12:13:10  4 Oct 2021",0,0
"326","Joseph R. Biden Jr.","All polls","10/4/2021","4/23/2021","4/25/2021","Research Co.","B-",1000,"a",1.1700274,0,53,42,53.210026,41.664132,"",NA,"https://researchco.ca/2021/04/27/healthcare-united-states/",74720,140787,"4/27/2021","12:13:10  4 Oct 2021",0,0
"330","Joseph R. Biden Jr.","All polls","10/4/2021","4/22/2021","4/28/2021","Morning Consult","B",15000,"a",0.07292305,0,55,36,53.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74767,141933,"5/6/2021","12:13:10  4 Oct 2021",0,0
"331","Joseph R. Biden Jr.","All polls","10/4/2021","4/23/2021","4/29/2021","Morning Consult","B",15000,"a",0.07456153,0,55,36,53.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74768,141934,"5/6/2021","12:13:10  4 Oct 2021",0,0
"332","Joseph R. Biden Jr.","All polls","10/4/2021","4/25/2021","4/27/2021","YouGov","B+",1500,"a",0.66692459,0,51,39,52.529125,39.428661,"",NA,"https://docs.cdn.yougov.com/40cminy7fl/econTabReport.pdf",74729,140814,"4/28/2021","12:13:10  4 Oct 2021",0,0
"334","Joseph R. Biden Jr.","All polls","10/4/2021","4/24/2021","4/30/2021","Morning Consult","B",15000,"a",0.07630274,0,55,36,53.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74769,141935,"5/6/2021","12:13:10  4 Oct 2021",0,0
"337","Joseph R. Biden Jr.","All polls","10/4/2021","4/25/2021","5/1/2021","Morning Consult","B",15000,"a",0.07785481,0,56,36,54.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74770,141936,"5/6/2021","12:13:10  4 Oct 2021",0,0
"340","Joseph R. Biden Jr.","All polls","10/4/2021","4/27/2021","4/28/2021","Ipsos","B-",1005,"a",0.5069359,0,55,38,53.942488,38.864153,"",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2021-04/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2004%2028%202021.pdf",74733,140856,"4/28/2021","12:13:10  4 Oct 2021",0,0
"341","Joseph R. Biden Jr.","All polls","10/4/2021","4/27/2021","4/29/2021","YouGov","B+",1558,"a",0.72215444,0,54,37,55.529125,37.428661,"",NA,"https://docs.cdn.yougov.com/zqtorzsjjh/yahoonews_20210430_tabs.pdf",74748,140895,"5/1/2021","12:13:10  4 Oct 2021",0,0
"342","Joseph R. Biden Jr.","All polls","10/4/2021","4/27/2021","4/28/2021","Morning Consult","B",2200,"a",0.07993094,0,60,33,58.633492,36.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/04/29145301/2104131_crosstabs_MC_ENTERTAINMENT_AWARDS_SEASON_Adults_v1_SH.pdf",74744,140874,"4/30/2021","12:13:10  4 Oct 2021",0,0
"343","Joseph R. Biden Jr.","All polls","10/4/2021","4/26/2021","5/2/2021","Morning Consult","B",15000,"a",0.07970793,0,56,36,54.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74771,141937,"5/6/2021","12:13:10  4 Oct 2021",0,0
"344","Joseph R. Biden Jr.","All polls","10/4/2021","4/28/2021","4/30/2021","IBD/TIPP","A+",1300,"a",2.3897197,0,51,32,51.374599,36.182835,"",NA,"https://www.investors.com/news/biden-approval-rating-dips-again-still-a-honeymoon-ibd-tipp-poll-may-2021/",74751,140899,"5/3/2021","12:13:10  4 Oct 2021",0,0
"346","Joseph R. Biden Jr.","All polls","10/4/2021","4/27/2021","5/3/2021","Morning Consult","B",15000,"a",0.08153572,0,56,36,54.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74772,141938,"5/6/2021","12:13:10  4 Oct 2021",0,0
"347","Joseph R. Biden Jr.","All polls","10/4/2021","4/29/2021","5/3/2021","AP-NORC","",1842,"a",1.9517765,0,63,36,59.424188,36.295043,"",NA,"https://apnorc.org/projects/biden-continues-to-hold-on-to-high-approval-ratings/?utm_source=rss&utm_medium=rss&utm_campaign=biden-continues-to-hold-on-to-high-approval-ratings",74781,142073,"5/10/2021","12:13:10  4 Oct 2021",0,0
"348","Joseph R. Biden Jr.","All polls","10/4/2021","4/29/2021","5/2/2021","Morning Consult","B",2200,"a",0.08569582,0,55,38,53.633492,41.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/05/06114602/2104152_crosstabs_MC_HEALTH_Adults_v1_NP.pdf",74775,141941,"5/7/2021","12:13:10  4 Oct 2021",0,0
"349","Joseph R. Biden Jr.","All polls","10/4/2021","4/30/2021","5/2/2021","Morning Consult","B",2200,"a",0.08569582,0,53,39,51.633492,42.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/05/12110511/2104154_crosstabs_MC_HEALTH_VACCINE_INCENTIVE_Adults_v1_NP.pdf",74792,142310,"5/13/2021","12:13:10  4 Oct 2021",0,0
"350","Joseph R. Biden Jr.","All polls","10/4/2021","4/28/2021","5/4/2021","Morning Consult","B",15000,"a",0.08346996,0,56,36,54.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74773,141939,"5/6/2021","12:13:10  4 Oct 2021",0,0
"352","Joseph R. Biden Jr.","All polls","10/4/2021","4/29/2021","5/5/2021","Morning Consult","B",15000,"a",0.08652077,0,56,36,54.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74793,142311,"5/13/2021","12:13:10  4 Oct 2021",0,0
"353","Joseph R. Biden Jr.","All polls","10/4/2021","5/1/2021","5/3/2021","Morning Consult","B",2200,"a",0.088828,0,57,36,55.633492,39.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/05/06145311/2104159_crosstabs_ADWEEK_OLYMPICS_Adults_v1.pdf",74780,142072,"5/10/2021","12:13:10  4 Oct 2021",0,0
"354","Joseph R. Biden Jr.","All polls","10/4/2021","4/30/2021","5/3/2021","Morning Consult","B",2200,"a",0.088828,0,55,37,53.633492,40.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/05/21180312/2104156_crosstabs_MC_BRANDS_Adults_v1_NP-1.pdf",74753,142506,"5/24/2021","12:13:10  4 Oct 2021",0,0
"356","Joseph R. Biden Jr.","All polls","10/4/2021","4/30/2021","5/6/2021","Morning Consult","B",15000,"a",0.09071008,0,56,36,54.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74794,142312,"5/13/2021","12:13:10  4 Oct 2021",0,0
"357","Joseph R. Biden Jr.","All polls","10/4/2021","5/1/2021","5/4/2021","YouGov","B+",1500,"a",0.80814283,0,48,42,49.529125,42.428661,"",NA,"https://docs.cdn.yougov.com/lftymxzxfl/econTabReport.pdf",74759,141730,"5/5/2021","12:13:10  4 Oct 2021",0,0
"360","Joseph R. Biden Jr.","All polls","10/4/2021","5/1/2021","5/7/2021","Morning Consult","B",15000,"a",0.09528803,0,56,36,54.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74795,142313,"5/13/2021","12:13:10  4 Oct 2021",0,0
"363","Joseph R. Biden Jr.","All polls","10/4/2021","5/4/2021","5/5/2021","Ipsos","B-",1005,"a",0.62542127,0,55,38,53.942488,38.864153,"",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2005%202021.pdf",74761,141922,"5/5/2021","12:13:10  4 Oct 2021",0,0
"364","Joseph R. Biden Jr.","All polls","10/4/2021","5/2/2021","5/8/2021","Morning Consult","B",15000,"a",0.09598813,0,55,36,53.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74796,142314,"5/13/2021","12:13:10  4 Oct 2021",0,0
"365","Joseph R. Biden Jr.","All polls","10/4/2021","5/4/2021","5/6/2021","Morning Consult","B",2200,"a",0.09854781,0,56,38,54.633492,41.303606,"",NA,"https://morningconsult.com/2021/05/24/social-media-travel-influencers/",74840,142505,"5/24/2021","12:13:10  4 Oct 2021",0,0
"366","Joseph R. Biden Jr.","All polls","10/4/2021","5/3/2021","5/9/2021","Morning Consult","B",15000,"a",0.09681295,0,55,36,53.633492,39.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74797,142315,"5/13/2021","12:13:10  4 Oct 2021",0,0
"367","Joseph R. Biden Jr.","All polls","10/4/2021","5/4/2021","5/7/2021","Marist College","A",1249,"a",1.9408574,0,53,41,54.04854,40.782817,"",NA,"http://maristpoll.marist.edu/wp-content/uploads/2021/05/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202105120816-2.pdf#page=3",74808,142347,"5/17/2021","12:13:10  4 Oct 2021",0,0
"369","Joseph R. Biden Jr.","All polls","10/4/2021","5/4/2021","5/10/2021","Morning Consult","B",15000,"a",0.09732895,0,55,37,53.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74798,142316,"5/13/2021","12:13:10  4 Oct 2021",0,0
"371","Joseph R. Biden Jr.","All polls","10/4/2021","5/7/2021","5/9/2021","Léger","B/C",1003,"a",0.8802029,0,52,38,52.094277,38.101524,"",NA,"https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-10th-2021.pdf",74784,142251,"5/11/2021","12:13:10  4 Oct 2021",0,0
"372","Joseph R. Biden Jr.","All polls","10/4/2021","5/6/2021","5/9/2021","Morning Consult","B",2200,"a",0.10017123,0,55,39,53.633492,42.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/05/18093706/210530_crosstabs_HOLLYWOOD_Adults_v1_AUTO.pdf",74813,142364,"5/19/2021","12:13:10  4 Oct 2021",0,0
"374","Joseph R. Biden Jr.","All polls","10/4/2021","5/5/2021","5/11/2021","Morning Consult","B",15000,"a",0.09756938,0,55,37,53.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74799,142317,"5/13/2021","12:13:10  4 Oct 2021",0,0
"375","Joseph R. Biden Jr.","All polls","10/4/2021","5/7/2021","5/9/2021","Morning Consult","B",2200,"a",0.10017123,0,55,39,53.633492,42.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/05/12160240/210541_crosstabs_MC_ENTERTAINMENT_Adults.pdf",74783,142309,"5/13/2021","12:13:10  4 Oct 2021",0,0
"377","Joseph R. Biden Jr.","All polls","10/4/2021","5/6/2021","5/12/2021","Morning Consult","B",15000,"a",0.09886977,0,55,37,53.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74821,142444,"5/20/2021","12:13:10  4 Oct 2021",0,0
"378","Joseph R. Biden Jr.","All polls","10/4/2021","5/8/2021","5/11/2021","YouGov","B+",1500,"a",0.83991213,0,51,39,52.529125,39.428661,"",NA,"https://docs.cdn.yougov.com/zqplrjlj3n/econTabReport.pdf",74788,142274,"5/12/2021","12:13:10  4 Oct 2021",0,0
"380","Joseph R. Biden Jr.","All polls","10/4/2021","5/7/2021","5/13/2021","Morning Consult","B",15000,"a",0.09987278,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74822,142445,"5/20/2021","12:13:10  4 Oct 2021",0,0
"382","Joseph R. Biden Jr.","All polls","10/4/2021","5/8/2021","5/14/2021","Morning Consult","B",15000,"a",0.10060216,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74823,142446,"5/20/2021","12:13:10  4 Oct 2021",0,0
"383","Joseph R. Biden Jr.","All polls","10/4/2021","5/3/2021","5/18/2021","Gallup","B+",1016,"a",1.5359025,0,54,40,53.584219,39.163632,"",NA,"https://news.gallup.com/poll/350129/biden-congress-approval-ratings-steady.aspx",74833,142463,"5/21/2021","12:13:10  4 Oct 2021",0,0
"385","Joseph R. Biden Jr.","All polls","10/4/2021","5/11/2021","5/12/2021","Ipsos","B-",1005,"a",0.67390961,0,56,38,54.942488,38.864153,"",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Reuters%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2013%202021.pdf",74801,142329,"5/13/2021","12:13:10  4 Oct 2021",0,0
"386","Joseph R. Biden Jr.","All polls","10/4/2021","5/9/2021","5/15/2021","Morning Consult","B",15000,"a",0.10135481,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74824,142447,"5/20/2021","12:13:10  4 Oct 2021",0,0
"388","Joseph R. Biden Jr.","All polls","10/4/2021","5/11/2021","5/13/2021","YouGov","B+",1561,"a",0.88137759,0,49,40,50.529125,40.428661,"",NA,"https://docs.cdn.yougov.com/lydd14trrl/20210513_yahoo_vaccine_tabs.pdf",74810,142354,"5/17/2021","12:13:10  4 Oct 2021",0,0
"389","Joseph R. Biden Jr.","All polls","10/4/2021","5/10/2021","5/16/2021","Morning Consult","B",15000,"a",0.10089639,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74825,142448,"5/20/2021","12:13:10  4 Oct 2021",0,0
"390","Joseph R. Biden Jr.","All polls","10/4/2021","5/12/2021","5/15/2021","Morning Consult","B",2200,"a",0.10262345,0,56,38.5,54.633492,41.803606,"*",NA,"https://morningconsult.com/2021/05/18/nba-fan-poll-play-in-tournament/",74815,142366,"5/19/2021","12:13:10  4 Oct 2021",0,0
"391","Joseph R. Biden Jr.","All polls","10/4/2021","5/11/2021","5/17/2021","Morning Consult","B",15000,"a",0.09995791,0,54,37,52.633492,40.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74826,142449,"5/20/2021","12:13:10  4 Oct 2021",0,0
"395","Joseph R. Biden Jr.","All polls","10/4/2021","5/12/2021","5/18/2021","Morning Consult","B",15000,"a",0.09916313,0,54,38,52.633492,41.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74827,142450,"5/20/2021","12:13:10  4 Oct 2021",0,0
"396","Joseph R. Biden Jr.","All polls","10/4/2021","5/14/2021","5/16/2021","Morning Consult","B",2200,"a",0.10180748,0,56,36,54.633492,39.303606,"",NA,"https://morningconsult.com/2021/05/20/gas-prices-electric-vehicles-poll/",74820,142443,"5/20/2021","12:13:10  4 Oct 2021",0,0
"397","Joseph R. Biden Jr.","All polls","10/4/2021","5/14/2021","5/17/2021","Morning Consult","B",2200,"a",0.1016663,0,56,38,54.633492,41.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/05/17165355/210578_crosstabs_MC_HEALTH_Adults_v1_SH-1.pdf",74814,142365,"5/19/2021","12:13:10  4 Oct 2021",0,0
"400","Joseph R. Biden Jr.","All polls","10/4/2021","5/13/2021","5/19/2021","Morning Consult","B",15000,"a",0.09902562,0,54,38,52.633492,41.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74856,142613,"5/27/2021","12:13:10  4 Oct 2021",0,0
"402","Joseph R. Biden Jr.","All polls","10/4/2021","5/14/2021","5/20/2021","Morning Consult","B",15000,"a",0.09940851,0,54,38,52.633492,41.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74857,142614,"5/27/2021","12:13:10  4 Oct 2021",0,0
"403","Joseph R. Biden Jr.","All polls","10/4/2021","5/15/2021","5/18/2021","YouGov","B+",1500,"a",0.87359714,0,51,41,52.529125,41.428661,"",NA,"https://docs.cdn.yougov.com/hhr4zbf09s/econTabReport.pdf",74817,142394,"5/19/2021","12:13:10  4 Oct 2021",0,0
"405","Joseph R. Biden Jr.","All polls","10/4/2021","5/15/2021","5/21/2021","Morning Consult","B",15000,"a",0.09978629,0,54,38,52.633492,41.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74858,142615,"5/27/2021","12:13:10  4 Oct 2021",0,0
"406","Joseph R. Biden Jr.","All polls","10/4/2021","5/17/2021","5/19/2021","Morning Consult","B",2200,"a",0.10244726,0,57,38,55.633492,41.303606,"",NA,"https://assets.morningconsult.com/wp-uploads/2021/06/21183910/210581_crosstabs_MC_FINANCE_ESGS_Adults_v1_LM.pdf",74984,142907,"6/24/2021","12:13:10  4 Oct 2021",0,0
"408","Joseph R. Biden Jr.","All polls","10/4/2021","5/17/2021","5/20/2021","American Research Group","C+",1100,"a",1.1012644,0,57,37,55.35993,38.529366,"",NA,"https://americanresearchgroup.com/economy/",74837,142480,"5/21/2021","12:13:10  4 Oct 2021",0,0
"409","Joseph R. Biden Jr.","All polls","10/4/2021","5/16/2021","5/22/2021","Morning Consult","B",15000,"a",0.10078931,0,54,39,52.633492,42.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74859,142616,"5/27/2021","12:13:10  4 Oct 2021",0,0
"414","Joseph R. Biden Jr.","All polls","10/4/2021","5/17/2021","5/23/2021","Morning Consult","B",15000,"a",0.10178647,0,54,39,52.633492,42.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74860,142617,"5/27/2021","12:13:10  4 Oct 2021",0,0
"415","Joseph R. Biden Jr.","All polls","10/4/2021","5/19/2021","5/20/2021","Ipsos","B-",1004,"a",0.67659771,0,56,39,54.942488,39.864153,"",NA,"https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-survey-presidential-approval-tracker-05202021",74831,142458,"5/21/2021","12:13:10  4 Oct 2021",0,0
"416","Joseph R. Biden Jr.","All polls","10/4/2021","5/18/2021","5/24/2021","Morning Consult","B",15000,"a",0.10280406,0,54,39,52.633492,42.303606,"",TRUE,"https://morningconsult.com/form/global-leader-approval/",74861,142618,"5/27/2021","12:13:10  4 Oct 2021",0,0
"417","Joseph R. Biden Jr.","All polls","10/4/2021","5/18/2021","5/24/2021","Quinnipiac University","A-",1316,"a",1.904153,0,49,41,51.3773,40.831486,"",NA,"https://poll.qu.edu/poll-release?releaseid=3810",74854,142584,"5/26/2021","12:13:10  4 Oct 2021",0,0
